Product ID,Product Name,Product Type,Sellable,Purchasable,Taxable,Type,Attribute,Value
31653574,Hit That Donut - Chocolate - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025474,Sapphyre Nic,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_6,nicotine_7,nicotine_8,nicotine_9"
28025168,Naked - Euro Gold - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
28025192,Naked - Hawaiian Pog - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
28025201,Naked - Lava Flow - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
28025213,Naked - Maui Sun - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025217,Zenith - Draco - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025228,Naked - Polar Breeze / Melon - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
28025231,Zenith - Draco on Ice - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025237,Naked - Really Berry - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
28025245,Zenith - Lyra - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025253,Zenith - Lyra on Ice - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025257,Naked - Very Cool / Berry - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025269,Zenith - Orion - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025283,Zenith - Orion on Ice - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025358,Nasty - ASAP Grape - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025391,Nasty - Bad Blood - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025404,Nasty - Cush Man - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025419,Nasty - Slow Blow - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025448,Ruthless - Ez Duz It On Ice - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
31648188,Zenith Salts Draco - 30ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_11,nicotine_2"
31648304,Vapetasia Salt Killer Kustard Strawberry 30ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_12,nicotine_13"
33177784,Mighty Vapors Salts - Frozen Hulk Tears - 30ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_14,nicotine_2"
34785700,Naked - Sour Sweet (Green Lemon) - 60ml,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_10,nicotine_4,nicotine_5"
35036743,Glas Basix - Banana Cream Pie - 60ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036744,Glas Basix - Fizzy Lemonade - 60ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036745,Glas Basix - Strawberry Blast - 60ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036746,Nasty - Wicked Haze - 60ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036747,Tailored House - Strawberry Crunch - 100ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036748,The One - Strawberry - 100ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
35036749,The One - Marshmallow - 100ml /,E-Liquid,TRUE,TRUE,7%,Storable Product,attribute_nicotine,"nicotine_3,nicotine_4,nicotine_5"
28025547,Starlight Charcoal,Charcoal,TRUE,TRUE,7%,Storable Product,attribute_size,"size_1,size_2"
40718988,Amazing Hookah Plastic,Hookah,TRUE,TRUE,7%,Storable Product,attribute_size,"size_3,size_4,size_5"
40445581,Adalya Hookah Tobacco 250g,Hookah Tobacco,TRUE,TRUE,7%,Storable Product,attribute_size,"size_6,size_7"
42421786,Dream Memphis Hookah,Hookah,TRUE,TRUE,7%,Storable Product,attribute_size,"size_8,size_9,size_10,size_11,size_12,size_13"
42421882,Dream Y Hookah,Hookah,TRUE,TRUE,7%,Storable Product,attribute_size,"size_8,size_9,size_10,size_11,size_12,size_13"
41959668,TKO D-8 Gummies 300mg,CBD,TRUE,TRUE,7%,Storable Product,attribute_size,"size_14,size_15,size_16,size_17,size_18,size_19"
31553645,Premium Hookah Tips,Hookah,TRUE,TRUE,7%,Storable Product,attribute_size,"size_20,size_21"
33178071,FlavRX CBD Chocolate Bar 100mg,CBD,TRUE,TRUE,7%,Storable Product,attribute_size,"size_22,size_23"
35412686,California Gold CBD Flower 750mg 4g,CBD,TRUE,TRUE,7%,Storable Product,attribute_size,"size_24,size_25,size_26,size_27"
39092669,Leonara Tips,Hookah,TRUE,TRUE,7%,Storable Product,attribute_size,"size_28,size_29,size_30"
28025452,Character Standing Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product,attribute_style,"style_1,style_2,style_3"
34856795,3D Bob Marley Grinder,Grinder,TRUE,TRUE,7%,Storable Product,attribute_style,"style_4,style_5,style_6,style_7,style_8"
41959661,TKO D-8 Flower 7 Grams,CBD,TRUE,TRUE,7%,Storable Product,attribute_style,"style_9,style_10,style_11,style_12,style_13"
41959672,TKO D-8 Gummies 600mg,CBD,TRUE,TRUE,7%,Storable Product,attribute_style,"style_14,style_15,style_16,style_17,style_18,style_19"
34017778,Hookah Tips (5 Pack),Hookah,TRUE,TRUE,7%,Storable Product,attribute_style,"style_20,style_21"
35407244,California Gold Pre-Rolled 250mg 1.2g,CBD,TRUE,TRUE,7%,Storable Product,attribute_style,"style_22,style_23"
38311702,USA Hemp Co Dailies,CBD,TRUE,TRUE,7%,Storable Product,attribute_style,"style_24,style_25"
38782510,Sunlight Disposable Hose,Hookah,TRUE,TRUE,7%,Consumable
38782511,Apple Hookah Bowl,Hookah,TRUE,TRUE,7%,Consumable
38782512,Glass Hookah Bowl,Hookah,TRUE,TRUE,7%,Consumable
38782513,Sunlight Hookah,Hookah,TRUE,TRUE,7%,Consumable
38782514,Egypt Hookah Red or Blue,Hookah,TRUE,TRUE,7%,Consumable
38782515,Musadaf Hookah,Hookah,TRUE,TRUE,7%,Consumable
38782516,Dream Hookah Times Square Hookah,Hookah,TRUE,TRUE,7%,Consumable
38782517,Fountain Dream Hookah,Hookah,TRUE,TRUE,7%,Consumable
28025556,Aspire Glass Hookah - GH5 + Proteus Bundle,Hookah,TRUE,TRUE,7%,Consumable
28025570,Aspire Proteus Coil,Hookah,TRUE,TRUE,7%,Consumable
28025335,Rick Silicone Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
28025437,Morty Silicone Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
28025536,Hemp Bombs - 1oz Pain Freeze Gel - 50MG,CBD,TRUE,TRUE,7%,Consumable
28025562,Hemp Bombs - 25 CBD Gummies - 375MG,CBD,TRUE,TRUE,7%,Consumable
28025266,Egypt Bowl,Hookah,TRUE,TRUE,7%,Consumable
28025289,Egypt Bowl XL,Hookah,TRUE,TRUE,7%,Storable Product
28025557,Silicone Heads w/ Cover PVC,Hookah,TRUE,TRUE,7%,Storable Product
32358661,MYA Hookah 580A,Hookah,TRUE,TRUE,7%,Consumable
32358662,MYA Hookah MYA5745,Hookah,TRUE,TRUE,7%,Consumable
32358663,MYA Hookah MYA572,Hookah,TRUE,TRUE,7%,Consumable
34777436,Gold Star Flat Heater,Hookah,TRUE,TRUE,7%,Consumable
38032740,Swift Light Hookah 165,Hookah,TRUE,TRUE,7%,Consumable
40799208,Swift Lite 1-Hose Hookah - Industrial Silver (WD60),Hookah,TRUE,TRUE,7%,Storable Product
40799217,Swift Lite Hookah - Crystal - (WD101),Hookah,TRUE,TRUE,7%,Consumable
28025111,Hookah Starter,Hookah,TRUE,TRUE,7%,Storable Product
28025316,Egypt Hose,Hookah,TRUE,TRUE,7%,Consumable
35407068,Charco Flare Funnel  Tips (Zebra),Hookah,TRUE,TRUE,7%,Storable Product
39014304,Pharoahs Nile Hookah,Hookah,TRUE,TRUE,7%,Consumable
39014310,Rosah Hookah 2115,Hookah,TRUE,TRUE,7%,Consumable
41885370,Paradise Coconut Charcoal,Charcoal,TRUE,TRUE,7%,Storable Product
43284687,Raw Metal Ashtray,Ashtray,TRUE,TRUE,7%,Storable Product
28024453,Glass Pipe (001),Hand Pipe,TRUE,TRUE,7%,Consumable
28025176,Glass Pipe (002),Hand Pipe,TRUE,TRUE,7%,Consumable
28025193,Glass Pipe (003),Hand Pipe,TRUE,TRUE,7%,Consumable
28025195,Marble Metal Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
28025212,Glass Pipe (004),Hand Pipe,TRUE,TRUE,7%,Consumable
28025229,Glass Pipe (005),Hand Pipe,TRUE,TRUE,7%,Consumable
28025240,Glass Pipe (006),Hand Pipe,TRUE,TRUE,7%,Consumable
28025261,Glass Pipe (007),Hand Pipe,TRUE,TRUE,7%,Consumable
28025282,Glass Pipe (1),Hand Pipe,TRUE,TRUE,7%,Consumable
28025305,Pumpkin Hookah Hose,Hookah,TRUE,TRUE,7%,Storable Product
28025311,Glass Pipe (10),Hand Pipe,TRUE,TRUE,7%,Consumable
28025339,Glass Pipe (11),Hand Pipe,TRUE,TRUE,7%,Consumable
28025354,Glass Pipe (12),Hand Pipe,TRUE,TRUE,7%,Consumable
28025373,Glass Pipe (13),Hand Pipe,TRUE,TRUE,7%,Consumable
28025385,Hammer Shark Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
28025394,Glass Pipe (14),Hand Pipe,TRUE,TRUE,7%,Consumable
28025417,Glass Pipe (15),Hand Pipe,TRUE,TRUE,7%,Consumable
28025461,Glass Pipe (16),Hand Pipe,TRUE,TRUE,7%,Consumable
28025486,Glass Pipe (17),Hand Pipe,TRUE,TRUE,7%,Consumable
28025528,Glass Pipe (18),Hand Pipe,TRUE,TRUE,7%,Consumable
28025554,Glass Pipe (19),Hand Pipe,TRUE,TRUE,7%,Storable Product
28025564,Steam Roller 001 White,Hand Pipe,TRUE,TRUE,7%,Consumable
34856816,Monkey Glass Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856817,Mini Rimmed Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856818,Mini Spotted Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856819,Mini Swirl Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856820,Mini Solid Swirl Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856821,Mini Mushroom Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34856822,Small Colored Lines Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
38774857,Black Grinder (806A),Grinder,TRUE,TRUE,7%,Consumable
38774858,Black Grinder (806J),Grinder,TRUE,TRUE,7%,Consumable
38774859,Black Grinder (806B),Grinder,TRUE,TRUE,7%,Consumable
38774860,Black Grinder (806C),Grinder,TRUE,TRUE,7%,Consumable
38774861,Black Grinder (806K),Grinder,TRUE,TRUE,7%,Consumable
38774862,Black Grinder (806H),Grinder,TRUE,TRUE,7%,Consumable
38774863,Black Grinder (806I),Grinder,TRUE,TRUE,7%,Consumable
38774864,Fully Wrapped Grinder Med (400B),Grinder,TRUE,TRUE,7%,Consumable
38774865,Fully Wrapped Grinder Med (50XX),Grinder,TRUE,TRUE,7%,Consumable
38774866,Neochrome Grinder Large (XL-4),Grinder,TRUE,TRUE,7%,Storable Product
38774867,Neochrome Grinder Small (004XC),Grinder,TRUE,TRUE,7%,Consumable
38774868,Glass Skull Grinder (024-5),Grinder,TRUE,TRUE,7%,Consumable
38774869,Pokeball Grinder (076),Grinder,TRUE,TRUE,7%,Consumable
38774870,Fully Wrapped Grinder Small (2099-1),Grinder,TRUE,TRUE,7%,Consumable
38774871,Fully Wrapped Grinder Small (2099-2),Grinder,TRUE,TRUE,7%,Consumable
38774872,Mini Black Grinder (854),Grinder,TRUE,TRUE,7%,Consumable
38774873,Golden Grinder Small (066GT),Grinder,TRUE,TRUE,7%,Storable Product
38774874,Neochrome Grinder Mini (096),Grinder,TRUE,TRUE,7%,Consumable
38774875,Wooden Grinder,Grinder,TRUE,TRUE,7%,Consumable
38774876,Colorful Plastic Grinder (052-24),Grinder,TRUE,TRUE,7%,Consumable
38774877,Golden Grinder (071),Grinder,TRUE,TRUE,7%,Consumable
38774878,Fully Wrapped Grinder Large (63-1),Grinder,TRUE,TRUE,7%,Consumable
38774879,Fully Wrapped Grinder Large (63-2),Grinder,TRUE,TRUE,7%,Consumable
38774880,Fully Wrapped Grinder Large (63-4),Grinder,TRUE,TRUE,7%,Consumable
38774881,Fully Wrapped Grinder Large (63-5),Grinder,TRUE,TRUE,7%,Consumable
38774882,Luminous Butt Bucket,Ashtray,TRUE,TRUE,7%,Storable Product
38774883,Glass Ashtray,Ashtray,TRUE,TRUE,7%,Consumable
38774884,Flat Sugar Skull Ashtray (6188),Ashtray,TRUE,TRUE,7%,Consumable
38774885,Alien Head Ashtray (YG002),Ashtray,TRUE,TRUE,7%,Consumable
38774886,Silicone Ash Tray (YG001),Ashtray,TRUE,TRUE,7%,Consumable
38774887,Skull Hammock Ashtray (6139),Ashtray,TRUE,TRUE,7%,Consumable
38774888,Leaf Round Ashtray (3032),Ashtray,TRUE,TRUE,7%,Consumable
38774889,Leaf Round Ashtray (3031),Ashtray,TRUE,TRUE,7%,Consumable
38774890,Skull Round Ashtray (3038),Ashtray,TRUE,TRUE,7%,Consumable
38774891,Silver Dragon Ashtray Sm (6126),Ashtray,TRUE,TRUE,7%,Consumable
38774894,Butt Bucket Cupholder Ashtray,Ashtray,TRUE,TRUE,7%,Consumable
38774895,Cracked Skull Ashtray (3036),Ashtray,TRUE,TRUE,7%,Consumable
38774896,Silver Dragon Ashtray Large (6123),Ashtray,TRUE,TRUE,7%,Storable Product
38774897,Skeleton DJ Ashtray (6176),Ashtray,TRUE,TRUE,7%,Consumable
38779593,Ozzy All Glass Hookah and Case,Hookah,TRUE,TRUE,7%,Consumable
42263742,Bart Cartoon Grinder (50-4),Grinder,TRUE,TRUE,7%,Storable Product
42263812,Ceramic Grinder (40149),Grinder,TRUE,TRUE,7%,Storable Product
42263886,Double Window Grinder (63030),Grinder,TRUE,TRUE,7%,Consumable
42263946,Rubber Grip Grinder (63150),Grinder,TRUE,TRUE,7%,Storable Product
42264007,Swirl Grinder (63161),Grinder,TRUE,TRUE,7%,Storable Product
42264011,Genie Ceramic Grinder w/ Case (63149),Grinder,TRUE,TRUE,7%,Storable Product
42264014,Large Golden Grinder (63-4),Grinder,TRUE,TRUE,7%,Storable Product
42264015,King Crusher Grinder (5920),Grinder,TRUE,TRUE,7%,Storable Product
42264019,Revolver Chamber Grinder (240),Grinder,TRUE,TRUE,7%,Storable Product
42264023,Semi Circle Grinder (92),Grinder,TRUE,TRUE,7%,Storable Product
43073299,Mo Money Grinder (52MB),Grinder,TRUE,TRUE,7%,Consumable
43073333,3D Mini Grinder (5045),Grinder,TRUE,TRUE,7%,Consumable
43073350,Window Swirl Grinder (63169),Grinder,TRUE,TRUE,7%,Consumable
43073367,Single Window Grinder (038),Grinder,TRUE,TRUE,7%,Consumable
43073392,Genie Wooden Grinder (63148),Grinder,TRUE,TRUE,7%,Consumable
43073394,Future Eye Grinder (50YJ),Grinder,TRUE,TRUE,7%,Storable Product
43073403,Glow In The Dark Skull Ashtray (GA-002),Ashtray,TRUE,TRUE,7%,Consumable
43073407,Sugar Skull Glass Jar (69),Ashtray,TRUE,TRUE,7%,Consumable
28025209,Zebra Pistol Hookah - Black,Hookah,TRUE,TRUE,7%,Consumable
28025566,Silicone Hookah Bowl,Hookah,TRUE,TRUE,7%,Consumable
35964643,Replacement Hookah Base Blue,Hookah,TRUE,TRUE,7%,Consumable
28024452,Xikar Outdoorsman Combo Travel Humidor,Cigar,TRUE,TRUE,7%,Consumable
28024456,Macanudo Montego Y Cia (3-pack),Cigar,TRUE,TRUE,7%,Consumable
28025171,Macanudo Vintage 97 Perfecto Maduro,Cigar,TRUE,TRUE,7%,Consumable
28025186,Bolivar - Cofradia No. 754,Cigar,TRUE,TRUE,7%,Consumable
28025196,Boveda Large Humidity Brick 72,Cigar,TRUE,TRUE,7%,Consumable
28025250,Humidor C-15 20 Count Burl,Cigar,TRUE,TRUE,7%,Consumable
28025267,Humidor VG-100 100 Count,Cigar,TRUE,TRUE,7%,Consumable
28025314,Punch - After Dinner,Cigar,TRUE,TRUE,7%,Consumable
28025328,Punch - Rothschild,Cigar,TRUE,TRUE,7%,Consumable
28025342,El Rey del Mundo - Flor de Llaneza Pyramid,Cigar,TRUE,TRUE,7%,Consumable
28025345,CAO - Gold Robusto (JR Alternative),Cigar,TRUE,TRUE,7%,Consumable
28025347,H. Upmann - 1844 Reserve Belicoso,Cigar,TRUE,TRUE,7%,Consumable
28025350,Rocky Patel - The Edge Toro,Cigar,TRUE,TRUE,7%,Consumable
28025355,Casa Blanca - De Luxe (5 Pack),Cigar,TRUE,TRUE,7%,Consumable
28025359,ACID - Kuba Kuba Maduro Robusto,Cigar,TRUE,TRUE,7%,Consumable
28025361,Romeo y Julieta - 1875 Bully,Cigar,TRUE,TRUE,7%,Consumable
28025368,Casa Blanca - Magnum,Cigar,TRUE,TRUE,7%,Consumable
28025372,ACID Blue Blondie,Cigar,TRUE,TRUE,7%,Consumable
28025375,Romeo y Julieta - 1875 Love Story,Cigar,TRUE,TRUE,7%,Consumable
28025384,Romeo y Julieta - 1875 Mini Blue Mild (5 Pack),Cigar,TRUE,TRUE,7%,Consumable
28025392,ACID Blue Blondie Belicoso,Cigar,TRUE,TRUE,7%,Consumable
28025395,Romeo y Julieta - 1875 Mini Red Aroma (5 Pack),Cigar,TRUE,TRUE,7%,Consumable
28025397,Cedar Room - Connecticut Ecuadorian Short Magnum,Cigar,TRUE,TRUE,7%,Consumable
28025400,Montecristo - DR No. 2 (JR Alternative),Cigar,TRUE,TRUE,7%,Consumable
28025403,Romeo y Julieta - Romeo Aging Room Cantaor,Cigar,TRUE,TRUE,7%,Consumable
28025406,Montecristo - Half Corona,Cigar,TRUE,TRUE,7%,Consumable
28025407,Cedar Room Morron,Cigar,TRUE,TRUE,7%,Consumable
28025416,Romeo y Julieta 1875 Romeos (6 Pack),Cigar,TRUE,TRUE,7%,Consumable
28025421,Montecristo - Monte,Cigar,TRUE,TRUE,7%,Consumable
28025428,Montecristo - White Robusto (JR Alternative),Cigar,TRUE,TRUE,7%,Consumable
28025466,Cuban Aristocrat - Connecticut Toro,Cigar,TRUE,TRUE,7%,Consumable
28025490,Cuban Cohiba - Robusto (JR Alternative),Cigar,TRUE,TRUE,7%,Consumable
28025496,Shock and Awe (Barracks Buster),Cigar,TRUE,TRUE,7%,Consumable
28025503,Arturo Fuente - Especiales Cazadores,Cigar,TRUE,TRUE,7%,Consumable
28025513,Arturo Fuente DOUBLE CHATEAU,Cigar,TRUE,TRUE,7%,Consumable
28025529,Ashton - Cabinet No. 6,Cigar,TRUE,TRUE,7%,Consumable
32224855,Bull Design Unique Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224856,Egg Shape Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224857,Marvel on Side Frit art Hand Pipe Blue,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224858,Marvel on Side Frit art Hand Pipe Red,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224859,Twisted Frit Inside Mid Rim Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224860,Water Filter Head Line Design Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224861,Animal On body Color Glass Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224862,Fumed Spoon Double Rim Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224863,Black Sherlock Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224864,Hammer Face and Tail Bubbler,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224865,Fancy Artistic Fish Bubbler,Hand Pipe,TRUE,TRUE,7%,Consumable
32224866,Egg Shaped Colorful Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224867,Frit Fumed Middle Rim Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224868,Shinny Skull Horn Face Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224869,Ocean Spotted Colored Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224870,Standing Double Horn Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224871,Pink Helix Rimmed Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224872,Double Glass Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224873,Side Eye Frit Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224874,Deep Space Spotted Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224875,Swirly Color Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224877,Blue Glass Helix Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224878,Droplet Single Rim Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224879,Black Glass Twisted Art Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224880,Double Glass Ocean Blue Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224881,Blue Frid Sherlock,Hand Pipe,TRUE,TRUE,7%,Consumable
32224882,Red Frid Sherlock,Hand Pipe,TRUE,TRUE,7%,Consumable
32224883,Teal Frid Sherlock,Hand Pipe,TRUE,TRUE,7%,Consumable
32224884,Spotted Twister Multi Color Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224885,Sea Creature Face Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224886,Octopus Spiral Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224887,Wide turtle Shell Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224888,Long Skull Face Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224889,Smiling Face Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224890,Veiny Steam Roller,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224891,Body Cutting Frit Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224892,Blue Webbed Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224893,Clear Red Spotted Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224894,See Through Swirly Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224895,Double Marble Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224896,Single Hump Transparent Blue Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224897,Hammer Head Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224898,Side Horn Spotted Bowl Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224899,DNA Helix Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224900,Single Rim Blue to Spotted Hand PIpe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224901,Revolver Gun Glass Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224902,Rim Spotted Trail Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224903,Standing Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224904,Heavy Hammer Bubbler,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224905,Hammer and Nails Evil Eye Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224906,Spiked and Spotted Tall Bubbler,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224907,Ultimate Twisted Bubbler,Hand Pipe,TRUE,TRUE,7%,Consumable
32224908,Angry Animal Head Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32224909,Spike Art Sherlock Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
32224910,Dotted Colored One Hitter Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
32355349,Terp Nation 250MG CBD Pain Cream,CBD,TRUE,TRUE,7%,Storable Product
32355364,Terp Nation 500MG CBD Pain Cream,CBD,TRUE,TRUE,7%,Storable Product
32355395,Terp Nation CBD 10MG Honey Sticks,CBD,TRUE,TRUE,7%,Consumable
34017786,Hookah Hose Grommet (2 Pack),Hookah,TRUE,TRUE,7%,Consumable
36891583,Redwood Reserve Loosie Single Smokes,CBD,TRUE,TRUE,7%,Consumable
38298600,Green Roads CBD World Capsules 750mg,CBD,TRUE,TRUE,7%,Consumable
28025210,Colored Wood Pipe w/ Swivel,Hand Pipe,TRUE,TRUE,7%,Consumable
28025223,Metal Bat,Hand Pipe,TRUE,TRUE,7%,Consumable
28025259,Metal Dugout,Hand Pipe,TRUE,TRUE,7%,Consumable
28025273,Metal Rainbow Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
28025318,Mini Wood Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
28025429,Chamber Pipe & Grinder,Hand Pipe,TRUE,TRUE,7%,Storable Product
28025442,Glass Pipe (152),Hand Pipe,TRUE,TRUE,7%,Consumable
28025477,Mushroom Keychain,Hand Pipe,TRUE,TRUE,7%,Consumable
28025524,Silicone Hand Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
34663440,Pipe Case - Medium,Hand Pipe,TRUE,TRUE,7%,Consumable
38059348,Multi-Head Hookah Bowl,Hookah,TRUE,TRUE,7%,Consumable
41064988,LOVE Rose glass,Hand Pipe,TRUE,TRUE,7%,Storable Product
38609920,The Seasha Floating Hookah,Hookah,TRUE,TRUE,7%,Consumable
40776368,Character Art Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
40776405,Marker Pipe,Hand Pipe,TRUE,TRUE,7%,Storable Product
40776410,Solo Pipe,Hand Pipe,TRUE,TRUE,7%,Consumable
40776425,Rasta steel pipe (Large),Hand Pipe,TRUE,TRUE,7%,Consumable
