Internal Reference,Name, Sales Price , Cost ,Product Category,Attribute,Value
,,,,,attribute_putup_format,putup_format_1
ZD-76345-002-15,MM Fab - Cozy Critters - Grey - 15-yard bolt, $ 50.70 , $ 30.75 ,Units,attribute_manufacturer,manufacturer_10
,,,,,attribute_collection,collection_297
,,,,,attribute_color,color_9
,,,,,attribute_vendor_sku,vendor_sku_1107
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76385-007-7,RJR Fabrics - Border Basics - Green - 7-yard bolt, $ 25.76 , $ 15.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_298
,,,,,attribute_color,color_24
,,,,,attribute_vendor_sku,vendor_sku_1108
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76402-002-13.5,RJR Fabrics - Christmas Wishes - Blue - 13.5-yard bolt, $ 49.68 , $ 30.38 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_299
,,,,,attribute_color,color_18
,,,,,attribute_vendor_sku,vendor_sku_1109
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76464-001-15,RJR Fabrics - Beggar's Bounty - Orange - 15-yard bolt, $ 55.20 , $ 33.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_300
,,,,,attribute_color,color_23
,,,,,attribute_vendor_sku,vendor_sku_1110
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76464-001-14,RJR Fabrics - Beggar's Bounty - Orange - 14-yard bolt, $ 51.52 , $ 31.50 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_300
,,,,,attribute_color,color_23
,,,,,attribute_vendor_sku,vendor_sku_1110
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76497-001-17.5,RJR Fabrics - High Meadow Farm - Black - 17.5-yard bolt, $ 64.40 , $ 39.38 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_301
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1111
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76497-001-6,RJR Fabrics - High Meadow Farm - Black - 6-yard bolt, $ 22.08 , $ 13.50 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_301
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1111
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-18.5,RJR Fabrics - Home Essentials - Black - 18.5-yard bolt, $ 68.08 , $ 41.63 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-16,RJR Fabrics - Home Essentials - Black - 16-yard bolt, $ 58.88 , $ 36.00 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-15.625,RJR Fabrics - Home Essentials - Black - 15.625-yard bolt, $ 57.50 , $ 35.16 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-15.375,RJR Fabrics - Home Essentials - Black - 15.375-yard bolt, $ 56.58 , $ 34.59 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-15,RJR Fabrics - Home Essentials - Black - 15-yard bolt, $ 55.20 , $ 33.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-14.5,RJR Fabrics - Home Essentials - Black - 14.5-yard bolt, $ 53.36 , $ 32.63 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-13,RJR Fabrics - Home Essentials - Black - 13-yard bolt, $ 47.84 , $ 29.25 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-11,RJR Fabrics - Home Essentials - Black - 11-yard bolt, $ 40.48 , $ 24.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76505-002-10,RJR Fabrics - Home Essentials - Black - 10-yard bolt, $ 36.80 , $ 22.50 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_3
,,,,,attribute_vendor_sku,vendor_sku_1112
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76506-001-15,RJR Fabrics - Home Essentials - Brown - 15-yard bolt, $ 55.20 , $ 33.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_5
,,,,,attribute_vendor_sku,vendor_sku_1113
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76506-001-14.5,RJR Fabrics - Home Essentials - Brown - 14.5-yard bolt, $ 53.36 , $ 32.63 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_5
,,,,,attribute_vendor_sku,vendor_sku_1113
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76506-001-9.375,RJR Fabrics - Home Essentials - Brown - 9.375-yard bolt, $ 34.50 , $ 21.09 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_5
,,,,,attribute_vendor_sku,vendor_sku_1113
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76506-001-8.75,RJR Fabrics - Home Essentials - Brown - 8.75-yard bolt, $ 32.20 , $ 19.69 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_302
,,,,,attribute_color,color_5
,,,,,attribute_vendor_sku,vendor_sku_1113
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76551-002-8.25,RJR Fabrics - Spooky Snacks - Halloween - 8.25-yard bolt, $ 30.36 , $ 18.56 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_303
,,,,,attribute_color,color_187
,,,,,attribute_vendor_sku,vendor_sku_1114
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76555-001-15,RJR Fabrics - Stonehouse Garden - Grey - 15-yard bolt, $ 55.20 , $ 33.75 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_304
,,,,,attribute_color,color_9
,,,,,attribute_vendor_sku,vendor_sku_1115
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76555-001-14.125,RJR Fabrics - Stonehouse Garden - Grey - 14.125-yard bolt, $ 51.98 , $ 31.78 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_304
,,,,,attribute_color,color_9
,,,,,attribute_vendor_sku,vendor_sku_1115
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76555-001-14,RJR Fabrics - Stonehouse Garden - Grey - 14-yard bolt, $ 51.52 , $ 31.50 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_304
,,,,,attribute_color,color_9
,,,,,attribute_vendor_sku,vendor_sku_1115
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76564-001-17.625,RJR Fabrics - Woodland Park - Orange - 17.625-yard bolt, $ 64.86 , $ 39.66 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_305
,,,,,attribute_color,color_23
,,,,,attribute_vendor_sku,vendor_sku_1116
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76564-001-17,RJR Fabrics - Woodland Park - Orange - 17-yard bolt, $ 62.56 , $ 38.25 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_305
,,,,,attribute_color,color_23
,,,,,attribute_vendor_sku,vendor_sku_1116
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76564-001-11.25,RJR Fabrics - Woodland Park - Orange - 11.25-yard bolt, $ 41.40 , $ 25.31 ,Units,attribute_manufacturer,manufacturer_12
,,,,,attribute_collection,collection_305
,,,,,attribute_color,color_23
,,,,,attribute_vendor_sku,vendor_sku_1116
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-20.75,"108"" Stripe Ticking - Stripe - 20.75-yard bolt", $ 113.71 , $ 28.64 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-15.375,"108"" Stripe Ticking - Stripe - 15.375-yard bolt", $ 84.26 , $ 21.22 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-15.125,"108"" Stripe Ticking - Stripe - 15.125-yard bolt", $ 82.89 , $ 20.87 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-15,"108"" Stripe Ticking - Stripe - 15-yard bolt", $ 82.20 , $ 20.70 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-14.5,"108"" Stripe Ticking - Stripe - 14.5-yard bolt", $ 79.46 , $ 20.01 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76565-001-14.375,"108"" Stripe Ticking - Stripe - 14.375-yard bolt", $ 78.78 , $ 19.84 ,Units,attribute_collection,collection_306
,,,,,attribute_color,color_188
,,,,,attribute_vendor_sku,vendor_sku_1117
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_4
,,,,,attribute_putup_format,putup_format_1
ZD-76568-004-8,Andover Fabrics - Anne's English Scrapbox - Red - 8-yard bolt, $ 28.64 , $ 5.20 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_307
,,,,,attribute_color,color_7
,,,,,attribute_vendor_sku,vendor_sku_1118
,,,,,attribute_designer,designer_24
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76570-002-15,Andover Fabrics - Anne's English Scrapbox - Gold - 15-yard bolt, $ 53.70 , $ 27.00 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_307
,,,,,attribute_color,color_15
,,,,,attribute_vendor_sku,vendor_sku_1119
,,,,,attribute_designer,designer_24
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76570-002-10,Andover Fabrics - Anne's English Scrapbox - Gold - 10-yard bolt, $ 35.80 , $ 18.00 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_307
,,,,,attribute_color,color_15
,,,,,attribute_vendor_sku,vendor_sku_1119
,,,,,attribute_designer,designer_24
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76570-002-9.5,Andover Fabrics - Anne's English Scrapbox - Gold - 9.5-yard bolt, $ 34.01 , $ 17.10 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_307
,,,,,attribute_color,color_15
,,,,,attribute_vendor_sku,vendor_sku_1119
,,,,,attribute_designer,designer_24
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76571-002-15,Andover Fabrics - Anne's English Scrapbox - Cream - 15-yard bolt, $ 53.70 , $ 27.00 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_307
,,,,,attribute_color,color_4
,,,,,attribute_vendor_sku,vendor_sku_1120
,,,,,attribute_designer,designer_24
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76572-002-12,Andover Fabrics - By The Sea - Cream - 12-yard bolt, $ 42.96 , $ 21.60 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_308
,,,,,attribute_color,color_4
,,,,,attribute_vendor_sku,vendor_sku_1121
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76612-001-15,Andover Fabrics - Very Merry - 15-yard bolt, $ 53.70 , $ 27.00 ,0,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_309
,,,,,attribute_vendor_sku,vendor_sku_1122
,,,,,attribute_designer,designer_25
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76619-001-15,Andover Fabrics - Yuletide - Cream - 15-yard bolt, $ 53.70 , $ 9.75 ,Units,attribute_manufacturer,manufacturer_9
,,,,,attribute_collection,collection_310
,,,,,attribute_color,color_4
,,,,,attribute_vendor_sku,vendor_sku_1123
,,,,,attribute_designer,designer_3
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76635-002-15.5,Marcus Fabrics - Dance At Dawn - 15.5-yard bolt, $ 55.49 , $ 30.23 ,Units,attribute_manufacturer,manufacturer_2
,,,,,attribute_collection,collection_311
,,,,,attribute_color,color_17
,,,,,attribute_vendor_sku,vendor_sku_1124
,,,,,attribute_designer,designer_26
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76635-002-15.375,Marcus Fabrics - Dance At Dawn - 15.375-yard bolt, $ 55.04 , $ 29.98 ,Units,attribute_manufacturer,manufacturer_2
,,,,,attribute_collection,collection_311
,,,,,attribute_color,color_17
,,,,,attribute_vendor_sku,vendor_sku_1124
,,,,,attribute_designer,designer_26
,,,,,attribute_fabric_type,fabric_type_1
,,,,,attribute_fiber_contents,fiber_contents_1
,,,,,attribute_fabric_width,fabric_width_1
,,,,,attribute_putup_format,putup_format_1
ZD-76635-002-15,Marcus Fabrics - Dance At Dawn - 15-yard bolt, $ 53.70 , $ 29.25 ,Units,attribute_manufacturer,manufacturer_2
,,,,,attribute_collection,collection_311
,,,,,attribute_color,color_17
